,EventId,Type,Severity,TimeZone,AirportCode,City_x,State_x,date,ID,Accident_Severity,Description,City_y,State_y
125,W-5275,Fog,Severe,US/Central,KAXS,Altus,OK,2020-05-13,A-770512,3,Center right lane blocked and right hand shoulder blocked due to accident on I-94 Westbound at Exit 218 Edsel Ford Fwy.,Detroit,MI
126,W-5279,Rain,Light,US/Central,KAXS,Altus,OK,2020-05-14,A-771858,2,Lane blocked due to accident on Ocean Pkwy Westbound at Robert Moses Cswy.,Babylon,NY
127,W-5288,Rain,Light,US/Central,KAXS,Altus,OK,2020-05-16,A-774164,3,Left lane blocked and left hand shoulder blocked due to accident on I-696 Eastbound at Couzens Ave.,Madison Heights,MI
128,W-5300,Rain,Light,US/Central,KAXS,Altus,OK,2020-05-20,A-777805,3,Center right lane blocked right hand shoulder blocked and left hand shoulder blocked due to accident on I-96 Westbound at I-96 Local.,Detroit,MI
129,W-5302,Rain,Light,US/Central,KAXS,Altus,OK,2020-05-21,A-780581,2,Accident on CR-317 Dick Rd at NY-33 Kensington Expy.,Buffalo,NY
130,W-5308,Cold,Severe,US/Central,KAXS,Altus,OK,2020-05-22,A-782002,2,Accident and fallen power cables on Court St at State St.,Boston,MA
131,W-5309,Rain,Light,US/Central,KAXS,Altus,OK,2020-05-23,A-750093,3,Entry ramp closed due to incident on Port Miami Tunnel Westbound at FL-886.,Miami,FL
132,W-5311,Rain,Light,US/Central,KAXS,Altus,OK,2020-05-24,A-749990,3,Accident on I-90 Westbound at Exits 51E / NY-33 Kensington Expy.,Buffalo,NY
133,W-5315,Rain,Light,US/Central,KAXS,Altus,OK,2020-05-25,A-750024,3,Left lane blocked due to accident on I-278 Brooklyn Queens Expy Northbound at 29th Street.,Brooklyn,NY
134,W-5339,Rain,Light,US/Central,KAXS,Altus,OK,2020-06-21,A-786838,3,Accident on I-87 Northbound from Exit 13 Major Deegan Expy to Exit 14 NY-9P.,Saratoga Springs,NY
135,W-5340,Rain,Light,US/Central,KAXS,Altus,OK,2020-06-23,A-789280,3,Exit ramp from I-290 Westbound to I-190 Southbound lane closed due to accident.,Tonawanda,NY
136,W-5344,Rain,Light,US/Central,KAXS,Altus,OK,2020-07-02,A-679718,3,Left lane blocked due to accident on I-95 Southbound at Exit 13 I-278 Exits 3A 3B-C.,Elizabeth,NJ
137,W-5354,Rain,Light,US/Central,KAXS,Altus,OK,2020-07-10,A-686091,3,Right lane closed due to accident on I-696 Westbound at Greenfield Rd.,Oak Park,MI
138,W-5366,Rain,Light,US/Central,KAXS,Altus,OK,2020-07-21,A-697234,2,Accident on I-190 Northbound after Exit 9 Porter Ave.,Buffalo,NY
139,W-5370,Rain,Light,US/Central,KAXS,Altus,OK,2020-07-23,A-698778,3,Left lane blocked due to accident on I-94 Westbound at Exits 215A 215B M-10 John C Lodge Fwy Exits 4A 4B.,Detroit,MI
140,W-5374,Fog,Moderate,US/Central,KAXS,Altus,OK,2020-07-26,A-703276,3,Lane blocked due to accident on I-95 Cross Bronx Expy Northbound at Exit 2A Jerome Ave.,Bronx,NY
141,W-5378,Rain,Light,US/Central,KAXS,Altus,OK,2020-07-28,A-705754,3,Accident on I-190 Southbound near Exit 53 I-90.,Buffalo,NY
142,W-5387,Rain,Light,US/Central,KAXS,Altus,OK,2020-07-29,A-705986,3,Two lanes blocked due to accident on I-66 Eastbound at US-29 Lee Hwy.,Centreville,VA
143,W-5392,Rain,Light,US/Central,KAXS,Altus,OK,2020-08-02,A-711948,2,Lane blocked due to accident on Southern Pkwy Eastbound at exit 25.,Bellmore,NY
144,W-5395,Rain,Light,US/Central,KAXS,Altus,OK,2020-08-03,A-712853,3,Left lane blocked due to accident on I-190 Northbound at CR-75 Whitehaven Rd.,Grand Island,NY
145,W-5396,Rain,Light,US/Central,KAXS,Altus,OK,2020-08-05,A-715824,2,Accident on I-90 Westbound at Exit 49 NY-78 Transit Rd.,Buffalo,NY
146,W-5404,Rain,Light,US/Central,KAXS,Altus,OK,2020-08-06,A-715976,3,Center lane blocked due to accident on I-95 Southbound between Exit 17 Madison Ave and Exit 16 Cedar St.,New Rochelle,NY
147,W-5406,Fog,Moderate,US/Central,KAXS,Altus,OK,2020-08-08,A-720142,3,Accident on I-95 Northbound at Exit 17 MA-135 West St.,Dedham,MA
148,W-5407,Rain,Light,US/Central,KAXS,Altus,OK,2020-08-11,A-722535,2,Accident on I-90 Westbound at Exit 48A NY-77 Alleghany Rd.,Corfu,NY
149,W-5410,Rain,Light,US/Central,KAXS,Altus,OK,2020-08-12,A-723852,2,Accident on Expy Northbound at Southampton St. On exit ramp.,Boston,MA
150,W-5411,Rain,Light,US/Central,KAXS,Altus,OK,2020-08-17,A-729475,2,Right hand shoulder blocked due to accident on Sprain Brook Pkwy at Grasslands Rd.,Elmsford,NY
151,W-5414,Rain,Light,US/Central,KAXS,Altus,OK,2020-08-20,A-734621,2,Accident Dump Truck involved and fallen power cables on US-20 Southwestern Blvd near Railroad Ave.,Irving,NY
152,W-5419,Rain,Light,US/Central,KAXS,Altus,OK,2020-08-22,A-737659,3,Two lane blocked due to accident on I-90 Eastbound at Exit 52A CR-207 William St.,Buffalo,NY
153,W-5420,Rain,Light,US/Central,KAXS,Altus,OK,2020-08-30,A-671434,2,Entry ramp closed due to incident on Port Miami Tunnel Westbound at FL-886.,Miami,FL
154,W-5427,Rain,Light,US/Central,KAXS,Altus,OK,2020-09-01,A-671098,2,Three lanes blocked due to accident on Garden State Pkwy Southbound at Exit 124 CR-670 Main St.,Sayreville,NJ
155,W-5430,Rain,Light,US/Central,KAXS,Altus,OK,2020-09-02,A-672675,3,Three lanes blocked due to accident on I-95 Southbound at Exit 16 Garden St.,New Rochelle,NY
156,W-5441,Rain,Light,US/Central,KAXS,Altus,OK,2020-09-03,A-674159,2,Right lane blocked and right hand shoulder blocked due to accident on US-131 Northbound at Pearl St.,Grand Rapids,MI
157,W-5444,Fog,Severe,US/Central,KAXS,Altus,OK,2020-09-04,A-676192,4,Three lanes blocked due to accident on I-485 anticlockwise from Exit 3 Arrowood Rd to Exit 1 NC-49.,Charlotte,NC
158,W-5448,Precipitation,UNK,US/Central,KAXS,Altus,OK,2020-09-08,A-593224,2,Left lane blocked due to accident on NY-33 Kensington Expy Eastbound at I-90 .,Buffalo,NY
159,W-5462,Rain,Light,US/Central,KAXS,Altus,OK,2020-09-11,A-595240,2,Two lanes blocked due to accident on Garden State Pkwy Southbound at Great Egg Toll Plaza.,Somers Point,NJ
160,W-5467,Fog,Severe,US/Central,KAXS,Altus,OK,2020-09-12,A-600005,3,Right lane blocked due to accident on I-190 Northbound at NY-5 Buffalo Skwy.,Buffalo,NY
161,W-5470,Fog,Severe,US/Central,KAXS,Altus,OK,2020-09-13,A-600017,3,Three lanes blocked due to accident on I-75 Northbound at Exit 55 Chrysler Dr.,Detroit,MI
162,W-5472,Fog,Moderate,US/Central,KAXS,Altus,OK,2020-09-15,A-602688,2,Accident on I-90 Westbound after Exit 54 NY-400.,Buffalo,NY
163,W-5473,Fog,Severe,US/Central,KAXS,Altus,OK,2020-09-16,A-602746,2,One lane blocked due to accident on NY-7 at NY-22.,Hoosick Falls,NY
164,W-5475,Fog,Severe,US/Central,KAXS,Altus,OK,2020-09-24,A-615336,3,Right lane closed due to accident on I-290 Eastbound at I-90.,Buffalo,NY
165,W-5481,Fog,Moderate,US/Central,KAXS,Altus,OK,2020-09-28,A-619574,2,Right lane blocked due to accident on US-130 Southbound at New Albany Rd.,Cinnaminson,NJ
166,W-5483,Fog,Severe,US/Central,KAXS,Altus,OK,2020-10-10,A-638148,3,Accident on I-190 Northbound at Exit 11 NY-198.,Buffalo,NY
167,W-5486,Fog,Moderate,US/Central,KAXS,Altus,OK,2020-10-12,A-638866,2,Left and center lane blocked due to accident on NY-9A Henry Hudson Pkwy Southbound at 158th St.,New York,NY
168,W-5488,Fog,Moderate,US/Central,KAXS,Altus,OK,2020-10-13,A-639666,2,Three lanes blocked due to accident on Grand Central Pkwy Eastbound at Ditmars Blvd.,East Elmhurst,NY
169,W-5490,Cold,Severe,US/Central,KAXS,Altus,OK,2020-10-15,A-643141,3,Accident on I-96 Express Westbound at M-39. In the express lane.,Detroit,MI
170,W-5491,Fog,Severe,US/Central,KAXS,Altus,OK,2020-10-18,A-648939,2,Accident on CR-83 Patchogue Mt Sinai Rd both ways around Hawkins Path.,Coram,NY
171,W-5492,Rain,Light,US/Central,KAXS,Altus,OK,2020-10-20,A-650013,3,Two lanes blocked due to accident on I-190 Southbound at Exit 5 Hamburg St.,Buffalo,NY
172,W-5494,Fog,Moderate,US/Central,KAXS,Altus,OK,2020-10-22,A-655735,2,Lane blocked due to accident on PA-46 Kendall Ave both ways at Pratt Holw.,Bradford,PA
173,W-5495,Rain,Light,US/Central,KAXS,Altus,OK,2020-10-23,A-657696,2,Left lane closed due to accident on NY-33 Kensington Expy Westbound at NY-240 Harlem Rd.,Buffalo,NY
174,W-5504,Fog,Moderate,US/Central,KAXS,Altus,OK,2020-10-25,A-659741,2,Lane blocked due to accident on Hutchinson River Pkwy Southbound at Exit 16 Webster Ave.,Bronxville,NY
175,W-5528,Fog,Moderate,US/Central,KAXS,Altus,OK,2020-10-27,A-662790,2,Accident on I-90 Westbound at Exits 51E 51W NY-33 Kensington Expy.,Buffalo,NY
176,W-5548,Rain,Light,US/Central,KAXS,Altus,OK,2020-10-28,A-662843,3,Right lane blocked and right hand shoulder blocked due to accident on I-94 Westbound near Edsel Ford Fwy.,Detroit,MI
177,W-5570,Rain,Light,US/Central,KAXS,Altus,OK,2020-10-29,A-666636,2,Restrictions due to accident on I-190 Southbound after Exit 19 CR-75 Whitehaven Rd.,Grand Island,NY
178,W-5574,Fog,Moderate,US/Central,KAXS,Altus,OK,2020-10-30,A-591023,3,Lane closed due to accident on I-80 Westbound at Torrence Ave.,Lansing,IL
179,W-5576,Fog,Moderate,US/Central,KAXS,Altus,OK,2020-11-05,A-582033,4,Right lane blocked due to accident on I-20 Westbound from SC-6 Exit 55 to SC-204 Exit 51.,Lexington,SC
180,W-5577,Fog,Severe,US/Central,KAXS,Altus,OK,2020-11-06,A-580568,3,Two lanes blocked due to accident on I-278 Bruckner Expy Eastbound at Exits 50 51 52 Morrison Ave.,Bronx,NY
181,W-5583,Fog,Severe,US/Central,KAXS,Altus,OK,2020-11-11,A-572473,4,Right lane blocked due to earlier accident on I-295 Southbound between Exit 21 NJ-44 Crown Point Rd and Exit 20 Mid Atlantic Pkwy.,Thorofare,NJ
182,W-5586,Fog,Moderate,US/Central,KAXS,Altus,OK,2020-11-21,A-560089,2,Accident on 6th St Westbound at Martin Luther King Jr Way.,Oakland,CA
183,W-5589,Rain,Light,US/Central,KAXS,Altus,OK,2020-11-22,A-558564,2,Entry ramp closed due to incident on Port Miami Tunnel Westbound at fl-886.,Miami,FL
184,W-5601,Fog,Severe,US/Central,KAXS,Altus,OK,2020-11-27,A-552240,2,Accident on US-20 Lake St at Bartlett Rd.,Bartlett,IL
185,W-5602,Rain,Light,US/Central,KAXS,Altus,OK,2020-11-28,A-551660,2,Entry ramp closed due to incident on Port Miami Tunnel Westbound at FL-886.,Miami,FL
186,W-5605,Rain,Light,US/Central,KAXS,Altus,OK,2020-11-29,A-550516,2,Entry ramp closed due to incident on Port Miami Tunnel Westbound in Star Palm & Hibiscus Islands.,Miami,FL
187,W-5612,Rain,Light,US/Central,KAXS,Altus,OK,2020-12-02,A-545881,3,Lane blocked due to accident on I-90 Dan Ryan Expy Eastbound at Chinatown Feeder.,Chicago,IL
188,W-5614,Rain,Light,US/Central,KAXS,Altus,OK,2020-12-03,A-545019,2,Accident on MA-123 Brockton Ave at Belmont St.,Abington,MA
189,W-5617,Fog,Moderate,US/Central,KAXS,Altus,OK,2020-12-05,A-544517,2,Entry ramp to NJ-440 Northbound from Pulaski street closed due to fallen power cables.,Jersey City,NJ
190,W-5619,Fog,Moderate,US/Central,KAXS,Altus,OK,2020-12-08,A-540863,2,Lane blocked due to accident on US-231 Northbound at Bledsoe Rd.,Hazel Green,AL
191,W-5624,Rain,Light,US/Central,KAXS,Altus,OK,2020-12-13,A-533911,3,Entry ramp closed due to incident on Port Miami Tunnel Eastbound at FL-A1A Macarthur Cswy.,Miami,FL
192,W-5650,Snow,Light,US/Central,KAXS,Altus,OK,2020-12-16,A-529082,2,Left lane closed due to accident on MO-364 Westbound after Exit 8A MO-94.,Saint Charles,MO
193,W-5659,Rain,Light,US/Central,KAXS,Altus,OK,2020-12-30,A-512307,3,Two lanes blocked due to accident on I-278 Brooklyn Queens Expy Westbound at Kent Ave.,Brooklyn,NY
194,W-5668,Rain,Light,US/Central,KAXS,Altus,OK,2020-12-31,A-512230,2,Accident on Day Rd near CR-7 Slayton Settlement Rd.,Lockport,NY
195,W-8511,Fog,Severe,US/Central,KAEL,Albert Lea,MN,2020-01-04,A-878957,3,Accident on I-90 Westbound from I-90 Exits 51 to I-90 Exits 52.,Buffalo,NY
196,W-8512,Fog,Severe,US/Central,KAEL,Albert Lea,MN,2020-01-07,A-880040,3,Right lane blocked due to accident on I-96 Eastbound at I-96 Exit 164 / I-275 .,Novi,MI
197,W-8544,Fog,Severe,US/Central,KAEL,Albert Lea,MN,2020-01-19,A-903770,2,Right hand shoulder blocked due to accident on I-90 Eastbound at Exits 3 4 NY-85.,Albany,NY
198,W-8549,Snow,Light,US/Central,KAEL,Albert Lea,MN,2020-01-20,A-904524,2,Right lane blocked and right hand shoulder blocked due to accident on M-10 John C Lodge Fwy Northbound at M-39 Exit 16 / Northwestern Hwy.,Southfield,MI
199,W-8558,Cold,Severe,US/Central,KAEL,Albert Lea,MN,2020-01-21,A-905055,2,Accident on Atherton Rd at Fenton Rd.,Flint,MI
200,W-8562,Snow,Light,US/Central,KAEL,Albert Lea,MN,2020-01-23,A-908955,3,Right lane blocked due to accident on I-690 Eastbound after I-81.,Syracuse,NY
201,W-8563,Snow,Light,US/Central,KAEL,Albert Lea,MN,2020-01-24,A-911023,2,Accident on NY-78 Transit St at Ontario St.,Lockport,NY
202,W-8570,Fog,Severe,US/Central,KAEL,Albert Lea,MN,2020-01-26,A-915730,3,Lane blocked due to accident on I-87 Northbound at Exit 23 CR-35 Diamond Point Rd.,Lake George,NY
203,W-8589,Fog,Severe,US/Central,KAEL,Albert Lea,MN,2020-01-29,A-919102,2,One lane blocked due to accident on NY-79 Eastbound at Doolittle Rd.,Windsor,NY
204,W-8592,Fog,Severe,US/Central,KAEL,Albert Lea,MN,2020-01-30,A-921242,2,Accident on M-54 Dort Hwy at Saginaw Rd.,Clio,MI
205,W-8594,Snow,Light,US/Central,KAEL,Albert Lea,MN,2020-01-31,A-923365,3,Right lane blocked due to accident on I-94 Eastbound at Exit 128 Michigan Ave.,Parma,MI
206,W-8601,Snow,Light,US/Central,KAEL,Albert Lea,MN,2020-02-01,A-925346,2,Right hand shoulder blocked due to accident on Taconic State Pkwy Northbound after NY-203.,Chatham,NY
207,W-8610,Snow,Light,US/Central,KAEL,Albert Lea,MN,2020-02-08,A-938552,2,Left hand shoulder blocked due to accident on I-94 Westbound at Exit 190 Belleville Rd.,Belleville,MI
208,W-8611,Snow,Light,US/Central,KAEL,Albert Lea,MN,2020-02-09,A-941222,2,Lane blocked due to accident on NY-2 at Bulson Rd.,Troy,NY
209,W-8617,Cold,Severe,US/Central,KAEL,Albert Lea,MN,2020-02-13,A-947269,2,Right hand shoulder closed due to accident on I-94 Eastbound at Exit 198-199 Merriman Rd.,Romulus,MI
210,W-8618,Cold,Severe,US/Central,KAEL,Albert Lea,MN,2020-02-14,A-949455,3,Accident on I-90 Westbound at CR-77.,Corfu,NY
211,W-8623,Cold,Severe,US/Central,KAEL,Albert Lea,MN,2020-02-18,A-955803,2,Left and center lane blocked due to accident on M-10 John C Lodge Fwy Southbound at US-24 Telegraph Rd.,Southfield,MI
212,W-8624,Cold,Severe,US/Central,KAEL,Albert Lea,MN,2020-02-20,A-960088,3,Accident on I-87 Southbound before Exit 21B US-9W.,West Coxsackie,NY
213,W-8625,Cold,Severe,US/Central,KAEL,Albert Lea,MN,2020-02-22,A-964589,2,Right hand shoulder blocked due to accident on Taconic State Pkwy Southbound at NY-82.,Lagrangeville,NY
214,W-8629,Snow,Light,US/Central,KAEL,Albert Lea,MN,2020-02-27,A-972300,2,Right and center lane blocked due to accident on Garden State Pkwy Express Lane Southbound at Exit 117 Garden State Pkwy Exit 117.,Hazlet,NJ
215,W-8638,Cold,Severe,US/Central,KAEL,Albert Lea,MN,2020-02-29,A-873562,3,Right lane blocked due to accident on I-190 Southbound at Exit 11 NY-198.,Buffalo,NY
216,W-8639,Snow,Light,US/Central,KAEL,Albert Lea,MN,2020-03-03,A-817127,2,Accident on US-101 Central Fwy Southbound at I-80.,San Francisco,CA
217,W-8641,Rain,Light,US/Central,KAEL,Albert Lea,MN,2020-03-05,A-817406,3,Right lane blocked due to accident on I-190 Northbound after Exit 6 Elm St.,Buffalo,NY
218,W-8646,Cold,Severe,US/Central,KAEL,Albert Lea,MN,2020-03-07,A-819656,2,Left lane blocked due to accident on M-8 Davison Fwy Westbound at I-75 Exits 56A 56B.,Highland Park,MI
219,W-8652,Rain,Light,US/Central,KAEL,Albert Lea,MN,2020-03-11,A-826849,3,Left lane blocked due to accident on I-190 Eastbound at I-90.,Buffalo,NY
220,W-8690,Fog,Severe,US/Central,KAEL,Albert Lea,MN,2020-03-25,A-844527,3,Accident on I-495 Blue Star Memorial Hwy Northbound near MA-133 Andover St.,Tewksbury,MA
221,W-8697,Rain,Light,US/Central,KAEL,Albert Lea,MN,2020-03-26,A-844604,2,Two lanes blocked due to accident on NY-25 Jericho Tpke Eastbound at I-495 Exits 40E 40 W.,Jericho,NY
222,W-8712,Rain,Light,US/Central,KAEL,Albert Lea,MN,2020-03-29,A-3605758,2,At IN-243/Exit 37 - Accident. Right lane blocked.,Reelsville,IN
223,W-8723,Rain,Light,US/Central,KAEL,Albert Lea,MN,2020-04-01,A-847582,4,One lane blocked due to accident on I-83 Northbound from Exit 24 Belfast Rd to Exit 27 MD-137.,Monkton,MD
224,W-8733,Cold,Severe,US/Central,KAEL,Albert Lea,MN,2020-04-06,A-850202,2,Accident on I-90 Westbound from Exit 44 NY-332 to Exit 45 I-490 Exit 29.,Victor,NY
225,W-8738,Rain,Light,US/Central,KAEL,Albert Lea,MN,2020-04-08,A-852876,2,Accident on PA-646 Summit Rd at Wolf Run Rd.,Bradford,PA
226,W-8741,Snow,Light,US/Central,KAEL,Albert Lea,MN,2020-04-09,A-853881,2,Exit ramp from Kensington Expy Westbound to NY-198 Westbound lane blocked due to accident.,Buffalo,NY
227,W-8765,Rain,Light,US/Central,KAEL,Albert Lea,MN,2020-04-28,A-871257,2,Accident on I-90 Eastbound from Exit 52A CR-207 William St to Exit 52 Walden Ave.,Buffalo,NY
228,W-8768,Rain,Light,US/Central,KAEL,Albert Lea,MN,2020-05-05,A-764538,2,Accident on Pleasant St at Scotland Blvd.,Bridgewater,MA
229,W-8772,Rain,Light,US/Central,KAEL,Albert Lea,MN,2020-05-07,A-765530,2,Right lane blocked due to accident on Cross Island Pkwy Northbound at I-295 Throgs Neck Brg.,Bayside,NY
230,W-8773,Rain,Light,US/Central,KAEL,Albert Lea,MN,2020-05-09,A-767326,2,Right hand shoulder blocked and right lane blocked due to accident on M-39 Southbound at McNichols Rd.,Detroit,MI
231,W-8774,Rain,Light,US/Central,KAEL,Albert Lea,MN,2020-05-10,A-768980,2,Left hand shoulder blocked due to accident on I-96 Eastbound at Exits 155 155A 155B Milford Rd.,Milford,MI
232,W-8783,Rain,Light,US/Central,KAEL,Albert Lea,MN,2020-05-17,A-775555,3,Lane blocked due to accident on I-88 Westbound at Exit 24.,Duanesburg,NY
233,W-8790,Rain,Light,US/Central,KAEL,Albert Lea,MN,2020-05-18,A-775926,3,2 right lane blocked due to accident on I-95 Bruckner Expy Northbound at I-695.,Bronx,NY
234,W-8823,Rain,Light,US/Central,KAEL,Albert Lea,MN,2020-05-26,A-750292,2,Accident on I-90 Eastbound before Exit 57 NY-75 Camp Rd.,Hamburg,NY
235,W-8847,Rain,Light,US/Central,KAEL,Albert Lea,MN,2020-06-10,A-804387,2,Accident on I-90 Eastbound at Exit 57 NY-75 Camp Rd.,Hamburg,NY
236,W-8852,Rain,Light,US/Central,KAEL,Albert Lea,MN,2020-06-13,A-808622,3,Accident on I-90 Westbound at Exit 59 NY-60 Bennett Rd.,Dunkirk,NY
237,W-8863,Rain,Light,US/Central,KAEL,Albert Lea,MN,2020-06-22,A-787362,3,2 left lane blocked due to accident on I-84 Eastbound between Exit 28 NY-208 and Exit 32 NY-747 International Blvd.,Rock Tavern,NY
238,W-8877,Fog,Severe,US/Central,KAEL,Albert Lea,MN,2020-06-27,A-794209,3,Two lanes blocked due to accident on I-95 Southbound at Exit 8 NJ-133.,Hightstown,NJ
239,W-8880,Rain,Light,US/Central,KAEL,Albert Lea,MN,2020-06-29,A-796556,2,Accident on I-190 Northbound around Hamburg St.,Buffalo,NY
240,W-8889,Rain,Light,US/Central,KAEL,Albert Lea,MN,2020-07-09,A-684768,2,Left lane blocked due to accident on I-95 Northbound from Exit 19 CR-152 Playland Pkwy to Exits 20 21 I-287 Cross Westchester Expy Exits 11 12.,Rye,NY
241,W-8892,Rain,Light,US/Central,KAEL,Albert Lea,MN,2020-07-11,A-686053,2,Accident on I-190 Southbound at Exit 19 / CR-75 Whitehaven Rd.,Grand Island,NY
242,W-8903,Rain,Light,US/Central,KAEL,Albert Lea,MN,2020-07-18,A-694899,2,Accident on Turtle Pond Pkwy at Dedham Pkwy.,Hyde Park,MA
243,W-8919,Rain,Light,US/Central,KAEL,Albert Lea,MN,2020-08-09,A-720185,3,Two lanes blocked due to accident on I-495 Eastbound at exit 21.,Flushing,NY
244,W-8924,Rain,Light,US/Central,KAEL,Albert Lea,MN,2020-08-10,A-721163,3,Left lane blocked due to accident on I-90 Eastbound at Exit 49 NY-78 Transit Rd.,Buffalo,NY
245,W-8926,Rain,Moderate,US/Central,KAEL,Albert Lea,MN,2020-08-15,A-728702,3,Accident on I-190 Northbound at Exit 13 Austin St.,Buffalo,NY
246,W-8929,Fog,Severe,US/Central,KAEL,Albert Lea,MN,2020-08-19,A-733011,2,Accident on CR-20 Townline Rd at CR-60 Tonawanda Creek Rd.,North Tonawanda,NY
