,EventId,Type,Severity,Weather_Start_Time(UTC),EndTime(UTC),TimeZone,AirportCode,City,State,ID,Accident_Severity,Accident_Start_Time,Accident_End_Time,Description
384,W-6275955,Fog,Severe,2020-03-16 14:41:00,2020-03-16 17:53:00,US/Mountain,KBVR,Lander,WY,,,,,
385,W-6275956,Fog,Severe,2020-03-16 18:00:00,2020-03-16 18:33:00,US/Mountain,KBVR,Lander,WY,,,,,
386,W-6275957,Snow,Light,2020-03-19 15:53:00,2020-03-19 20:43:00,US/Mountain,KBVR,Lander,WY,,,,,
387,W-6275958,Snow,Light,2020-03-20 01:53:00,2020-03-20 02:53:00,US/Mountain,KBVR,Lander,WY,,,,,
388,W-6275959,Snow,Light,2020-03-26 10:53:00,2020-03-26 12:53:00,US/Mountain,KBVR,Lander,WY,,,,,
389,W-6275960,Snow,Light,2020-04-02 03:30:00,2020-04-02 03:53:00,US/Mountain,KBVR,Lander,WY,,,,,
390,W-6275961,Snow,Moderate,2020-04-02 03:53:00,2020-04-02 04:02:00,US/Mountain,KBVR,Lander,WY,,,,,
391,W-6275962,Snow,Light,2020-04-02 04:02:00,2020-04-02 04:53:00,US/Mountain,KBVR,Lander,WY,,,,,
392,W-6275963,Snow,Moderate,2020-04-02 04:53:00,2020-04-02 05:07:00,US/Mountain,KBVR,Lander,WY,,,,,
393,W-6275964,Snow,Light,2020-04-02 05:07:00,2020-04-02 05:53:00,US/Mountain,KBVR,Lander,WY,,,,,
394,W-6275965,Fog,Severe,2020-04-02 05:53:00,2020-04-02 06:43:00,US/Mountain,KBVR,Lander,WY,,,,,
395,W-6275966,Snow,Moderate,2020-04-02 06:43:00,2020-04-02 07:04:00,US/Mountain,KBVR,Lander,WY,,,,,
396,W-6275967,Snow,Light,2020-04-02 07:04:00,2020-04-02 07:51:00,US/Mountain,KBVR,Lander,WY,,,,,
397,W-6275968,Snow,Heavy,2020-04-02 07:51:00,2020-04-02 08:06:00,US/Mountain,KBVR,Lander,WY,,,,,
398,W-6275969,Snow,Light,2020-04-02 08:06:00,2020-04-02 08:41:00,US/Mountain,KBVR,Lander,WY,,,,,
399,W-6275970,Snow,Heavy,2020-04-02 08:41:00,2020-04-02 09:17:00,US/Mountain,KBVR,Lander,WY,,,,,
400,W-6275971,Snow,Moderate,2020-04-02 09:17:00,2020-04-02 10:01:00,US/Mountain,KBVR,Lander,WY,,,,,
401,W-6275972,Snow,Light,2020-04-02 10:01:00,2020-04-02 19:25:00,US/Mountain,KBVR,Lander,WY,,,,,
402,W-6275973,Snow,Light,2020-04-02 19:53:00,2020-04-02 20:38:00,US/Mountain,KBVR,Lander,WY,,,,,
403,W-6275974,Snow,Light,2020-04-02 23:22:00,2020-04-03 01:53:00,US/Mountain,KBVR,Lander,WY,,,,,
404,W-6275975,Snow,Light,2020-04-03 02:20:00,2020-04-03 02:45:00,US/Mountain,KBVR,Lander,WY,,,,,
405,W-6275976,Fog,Severe,2020-04-03 13:39:00,2020-04-03 14:05:00,US/Mountain,KBVR,Lander,WY,,,,,
406,W-6275977,Fog,Severe,2020-04-03 15:45:00,2020-04-03 15:58:00,US/Mountain,KBVR,Lander,WY,,,,,
407,W-6275978,Rain,Light,2020-04-05 22:53:00,2020-04-05 23:53:00,US/Mountain,KBVR,Lander,WY,,,,,
408,W-6275979,Storm,Severe,2020-04-06 19:53:00,2020-04-06 20:53:00,US/Mountain,KBVR,Lander,WY,,,,,
409,W-6275980,Rain,Light,2020-04-09 04:53:00,2020-04-09 05:53:00,US/Mountain,KBVR,Lander,WY,,,,,
410,W-6275981,Snow,Light,2020-04-12 01:45:00,2020-04-12 02:44:00,US/Mountain,KBVR,Lander,WY,,,,,
411,W-6275982,Snow,Moderate,2020-04-12 02:44:00,2020-04-12 03:01:00,US/Mountain,KBVR,Lander,WY,,,,,
412,W-6275983,Snow,Light,2020-04-12 03:01:00,2020-04-12 03:36:00,US/Mountain,KBVR,Lander,WY,,,,,
413,W-6275984,Snow,Moderate,2020-04-12 03:36:00,2020-04-12 04:43:00,US/Mountain,KBVR,Lander,WY,,,,,
414,W-6275985,Snow,Heavy,2020-04-12 04:43:00,2020-04-12 05:07:00,US/Mountain,KBVR,Lander,WY,,,,,
415,W-6275986,Snow,Light,2020-04-12 05:07:00,2020-04-12 05:53:00,US/Mountain,KBVR,Lander,WY,,,,,
416,W-6275987,Snow,Moderate,2020-04-12 05:53:00,2020-04-12 06:53:00,US/Mountain,KBVR,Lander,WY,,,,,
417,W-6275988,Snow,Heavy,2020-04-12 06:53:00,2020-04-12 07:53:00,US/Mountain,KBVR,Lander,WY,,,,,
418,W-6275989,Snow,Moderate,2020-04-12 07:53:00,2020-04-12 08:53:00,US/Mountain,KBVR,Lander,WY,,,,,
419,W-6275990,Snow,Heavy,2020-04-12 08:53:00,2020-04-12 09:32:00,US/Mountain,KBVR,Lander,WY,,,,,
420,W-6275991,Snow,Light,2020-04-12 09:32:00,2020-04-12 09:53:00,US/Mountain,KBVR,Lander,WY,,,,,
421,W-6275992,Snow,Moderate,2020-04-12 09:53:00,2020-04-12 10:53:00,US/Mountain,KBVR,Lander,WY,,,,,
422,W-6275993,Snow,Light,2020-04-12 10:53:00,2020-04-12 16:19:00,US/Mountain,KBVR,Lander,WY,,,,,
423,W-6275994,Snow,Light,2020-04-12 16:29:00,2020-04-12 17:53:00,US/Mountain,KBVR,Lander,WY,,,,,
424,W-6275995,Snow,Moderate,2020-04-12 17:53:00,2020-04-12 18:02:00,US/Mountain,KBVR,Lander,WY,,,,,
425,W-6275996,Snow,Light,2020-04-12 18:02:00,2020-04-12 19:26:00,US/Mountain,KBVR,Lander,WY,,,,,
426,W-6275997,Snow,Light,2020-04-12 20:22:00,2020-04-12 21:24:00,US/Mountain,KBVR,Lander,WY,,,,,
427,W-6275998,Snow,Light,2020-04-12 22:15:00,2020-04-12 22:29:00,US/Mountain,KBVR,Lander,WY,,,,,
428,W-6275999,Snow,Light,2020-04-13 03:08:00,2020-04-13 04:53:00,US/Mountain,KBVR,Lander,WY,,,,,
429,W-6276000,Snow,Moderate,2020-04-13 04:53:00,2020-04-13 05:23:00,US/Mountain,KBVR,Lander,WY,,,,,
430,W-6276001,Snow,Light,2020-04-13 05:23:00,2020-04-13 05:53:00,US/Mountain,KBVR,Lander,WY,,,,,
431,W-6276002,Snow,Moderate,2020-04-13 05:53:00,2020-04-13 05:57:00,US/Mountain,KBVR,Lander,WY,,,,,
432,W-6276003,Snow,Light,2020-04-13 05:57:00,2020-04-13 09:53:00,US/Mountain,KBVR,Lander,WY,,,,,
433,W-6276004,Snow,Moderate,2020-04-13 09:53:00,2020-04-13 10:10:00,US/Mountain,KBVR,Lander,WY,,,,,
434,W-6276005,Snow,Light,2020-04-13 10:10:00,2020-04-13 11:53:00,US/Mountain,KBVR,Lander,WY,,,,,
435,W-6276006,Snow,Light,2020-04-13 12:53:00,2020-04-13 14:01:00,US/Mountain,KBVR,Lander,WY,,,,,
436,W-6276007,Snow,Light,2020-04-15 19:53:00,2020-04-16 00:53:00,US/Mountain,KBVR,Lander,WY,,,,,
437,W-6276008,Snow,Moderate,2020-04-16 00:53:00,2020-04-16 01:53:00,US/Mountain,KBVR,Lander,WY,,,,,
438,W-6276009,Snow,Heavy,2020-04-16 01:53:00,2020-04-16 02:53:00,US/Mountain,KBVR,Lander,WY,,,,,
439,W-6276010,Fog,Severe,2020-04-16 02:53:00,2020-04-16 14:03:00,US/Mountain,KBVR,Lander,WY,,,,,
440,W-6276011,Snow,Light,2020-04-16 14:03:00,2020-04-16 15:49:00,US/Mountain,KBVR,Lander,WY,,,,,
441,W-6276012,Snow,Moderate,2020-04-16 15:49:00,2020-04-16 16:10:00,US/Mountain,KBVR,Lander,WY,,,,,
442,W-6276013,Snow,Light,2020-04-16 16:10:00,2020-04-16 16:42:00,US/Mountain,KBVR,Lander,WY,,,,,
443,W-6276014,Snow,Moderate,2020-04-16 16:42:00,2020-04-16 16:51:00,US/Mountain,KBVR,Lander,WY,,,,,
444,W-6276015,Snow,Heavy,2020-04-16 16:51:00,2020-04-16 17:04:00,US/Mountain,KBVR,Lander,WY,,,,,
445,W-6276016,Snow,Light,2020-04-16 17:04:00,2020-04-16 18:13:00,US/Mountain,KBVR,Lander,WY,,,,,
446,W-6276017,Rain,Light,2020-04-23 21:53:00,2020-04-23 22:53:00,US/Mountain,KBVR,Lander,WY,,,,,
447,W-6276018,Rain,Light,2020-04-24 01:27:00,2020-04-24 02:35:00,US/Mountain,KBVR,Lander,WY,,,,,
448,W-6276019,Rain,Light,2020-04-24 04:53:00,2020-04-24 06:28:00,US/Mountain,KBVR,Lander,WY,,,,,
449,W-6276020,Storm,Severe,2020-04-30 22:53:00,2020-04-30 23:53:00,US/Mountain,KBVR,Lander,WY,,,,,
450,W-6276021,Rain,Light,2020-05-01 19:53:00,2020-05-01 20:53:00,US/Mountain,KBVR,Lander,WY,,,,,
451,W-6276022,Rain,Light,2020-05-09 01:48:00,2020-05-09 02:51:00,US/Mountain,KBVR,Lander,WY,,,,,
452,W-6276023,Rain,Light,2020-05-09 03:29:00,2020-05-09 05:53:00,US/Mountain,KBVR,Lander,WY,,,,,
453,W-6276024,Fog,Moderate,2020-05-10 07:53:00,2020-05-10 08:53:00,US/Mountain,KBVR,Lander,WY,,,,,
454,W-6276025,Rain,Light,2020-05-12 00:53:00,2020-05-12 02:53:00,US/Mountain,KBVR,Lander,WY,,,,,
455,W-6276026,Rain,Light,2020-05-12 11:53:00,2020-05-12 12:53:00,US/Mountain,KBVR,Lander,WY,,,,,
456,W-6276027,Rain,Light,2020-05-13 11:53:00,2020-05-13 12:53:00,US/Mountain,KBVR,Lander,WY,,,,,
457,W-6276028,Cold,Severe,2020-05-15 17:53:00,2020-05-15 18:53:00,US/Mountain,KBVR,Lander,WY,,,,,
458,W-6276029,Rain,Light,2020-05-30 05:00:00,2020-05-30 05:53:00,US/Mountain,KBVR,Lander,WY,,,,,
459,W-6276030,Storm,Severe,2020-05-30 23:53:00,2020-05-31 00:17:00,US/Mountain,KBVR,Lander,WY,,,,,
460,W-6276031,Rain,Light,2020-06-03 19:53:00,2020-06-03 21:53:00,US/Mountain,KBVR,Lander,WY,,,,,
461,W-6276032,Rain,Light,2020-06-06 21:53:00,2020-06-06 22:53:00,US/Mountain,KBVR,Lander,WY,,,,,
462,W-6276033,Rain,Moderate,2020-06-06 22:53:00,2020-06-06 23:53:00,US/Mountain,KBVR,Lander,WY,,,,,
463,W-6276034,Rain,Light,2020-06-07 00:49:00,2020-06-07 00:53:00,US/Mountain,KBVR,Lander,WY,,,,,
464,W-6276035,Storm,Severe,2020-06-07 00:53:00,2020-06-07 01:53:00,US/Mountain,KBVR,Lander,WY,,,,,
465,W-6276036,Rain,Light,2020-06-07 22:01:00,2020-06-07 22:17:00,US/Mountain,KBVR,Lander,WY,,,,,
466,W-6276037,Rain,Light,2020-06-07 22:32:00,2020-06-07 22:53:00,US/Mountain,KBVR,Lander,WY,,,,,
467,W-6276038,Storm,Severe,2020-06-13 18:53:00,2020-06-13 19:53:00,US/Mountain,KBVR,Lander,WY,,,,,
468,W-6276039,Storm,Severe,2020-06-13 20:53:00,2020-06-13 21:53:00,US/Mountain,KBVR,Lander,WY,,,,,
469,W-6276040,Rain,Light,2020-06-17 02:53:00,2020-06-17 04:53:00,US/Mountain,KBVR,Lander,WY,,,,,
470,W-6276041,Rain,Light,2020-06-17 13:53:00,2020-06-17 14:53:00,US/Mountain,KBVR,Lander,WY,,,,,
471,W-6276042,Rain,Light,2020-06-19 00:27:00,2020-06-19 00:53:00,US/Mountain,KBVR,Lander,WY,,,,,
472,W-6276043,Rain,Light,2020-06-25 01:53:00,2020-06-25 02:53:00,US/Mountain,KBVR,Lander,WY,,,,,
473,W-6276044,Rain,Light,2020-06-25 23:53:00,2020-06-26 00:07:00,US/Mountain,KBVR,Lander,WY,,,,,
474,W-6276045,Rain,Light,2020-06-26 04:53:00,2020-06-26 06:53:00,US/Mountain,KBVR,Lander,WY,,,,,
475,W-6276046,Rain,Light,2020-06-28 17:53:00,2020-06-28 18:53:00,US/Mountain,KBVR,Lander,WY,,,,,
476,W-6276047,Rain,Light,2020-06-28 23:27:00,2020-06-28 23:53:00,US/Mountain,KBVR,Lander,WY,,,,,
477,W-6276048,Rain,Light,2020-06-29 06:53:00,2020-06-29 07:53:00,US/Mountain,KBVR,Lander,WY,,,,,
478,W-6276049,Rain,Light,2020-07-12 20:53:00,2020-07-12 21:53:00,US/Mountain,KBVR,Lander,WY,,,,,
479,W-6276050,Rain,Light,2020-07-23 06:53:00,2020-07-23 07:53:00,US/Mountain,KBVR,Lander,WY,,,,,
480,W-6276051,Rain,Light,2020-07-24 01:15:00,2020-07-24 02:53:00,US/Mountain,KBVR,Lander,WY,,,,,
481,W-6276052,Rain,Light,2020-07-27 20:53:00,2020-07-27 21:00:00,US/Mountain,KBVR,Lander,WY,,,,,
482,W-6276053,Rain,Light,2020-07-27 21:32:00,2020-07-27 21:53:00,US/Mountain,KBVR,Lander,WY,,,,,
483,W-6276054,Rain,Light,2020-07-28 15:53:00,2020-07-28 17:53:00,US/Mountain,KBVR,Lander,WY,,,,,
484,W-6276055,Rain,Light,2020-07-28 21:10:00,2020-07-28 21:23:00,US/Mountain,KBVR,Lander,WY,,,,,
485,W-6276056,Rain,Light,2020-07-28 22:53:00,2020-07-28 23:53:00,US/Mountain,KBVR,Lander,WY,,,,,
486,W-6276057,Rain,Light,2020-07-29 23:53:00,2020-07-30 00:53:00,US/Mountain,KBVR,Lander,WY,,,,,
487,W-6276058,Storm,Severe,2020-08-12 00:53:00,2020-08-12 01:53:00,US/Mountain,KBVR,Lander,WY,,,,,
488,W-6276059,Cold,Severe,2020-08-20 23:53:00,2020-08-21 00:53:00,US/Mountain,KBVR,Lander,WY,,,,,
489,W-6276060,Fog,Moderate,2020-08-21 11:53:00,2020-08-21 12:53:00,US/Mountain,KBVR,Lander,WY,,,,,
490,W-6276061,Fog,Moderate,2020-08-21 15:53:00,2020-08-21 16:53:00,US/Mountain,KBVR,Lander,WY,,,,,
491,W-6276062,Fog,Moderate,2020-08-21 17:53:00,2020-08-21 18:53:00,US/Mountain,KBVR,Lander,WY,,,,,
492,W-6276063,Fog,Moderate,2020-08-21 21:53:00,2020-08-21 22:53:00,US/Mountain,KBVR,Lander,WY,,,,,
493,W-6276064,Fog,Moderate,2020-08-22 01:53:00,2020-08-22 04:53:00,US/Mountain,KBVR,Lander,WY,,,,,
494,W-6276065,Fog,Moderate,2020-08-22 15:53:00,2020-08-23 01:53:00,US/Mountain,KBVR,Lander,WY,,,,,
495,W-6276066,Rain,Light,2020-08-26 01:53:00,2020-08-26 02:07:00,US/Mountain,KBVR,Lander,WY,,,,,
496,W-6276067,Rain,Light,2020-08-26 12:53:00,2020-08-26 13:53:00,US/Mountain,KBVR,Lander,WY,,,,,
497,W-6276068,Rain,Light,2020-08-26 23:17:00,2020-08-26 23:53:00,US/Mountain,KBVR,Lander,WY,,,,,
498,W-6276069,Rain,Light,2020-08-31 21:53:00,2020-08-31 22:53:00,US/Mountain,KBVR,Lander,WY,,,,,
499,W-6276070,Rain,Light,2020-08-31 23:53:00,2020-09-01 00:53:00,US/Mountain,KBVR,Lander,WY,,,,,
500,W-6276071,Fog,Moderate,2020-09-03 11:29:00,2020-09-03 12:12:00,US/Mountain,KBVR,Lander,WY,,,,,
501,W-6276072,Fog,Severe,2020-09-03 12:12:00,2020-09-03 15:18:00,US/Mountain,KBVR,Lander,WY,,,,,
502,W-6276073,Fog,Moderate,2020-09-03 15:18:00,2020-09-03 22:53:00,US/Mountain,KBVR,Lander,WY,,,,,
503,W-6276074,Rain,Light,2020-09-08 00:53:00,2020-09-08 02:19:00,US/Mountain,KBVR,Lander,WY,,,,,
504,W-6276075,Snow,Moderate,2020-09-08 02:19:00,2020-09-08 02:49:00,US/Mountain,KBVR,Lander,WY,,,,,
505,W-6276076,Snow,Heavy,2020-09-08 02:49:00,2020-09-08 04:43:00,US/Mountain,KBVR,Lander,WY,,,,,
506,W-6276077,Snow,Moderate,2020-09-08 04:43:00,2020-09-08 07:53:00,US/Mountain,KBVR,Lander,WY,,,,,
507,W-6276078,Snow,Heavy,2020-09-08 07:53:00,2020-09-08 08:23:00,US/Mountain,KBVR,Lander,WY,,,,,
508,W-6276079,Snow,Light,2020-09-08 08:23:00,2020-09-08 08:51:00,US/Mountain,KBVR,Lander,WY,,,,,
509,W-6276080,Snow,Moderate,2020-09-08 08:51:00,2020-09-08 09:19:00,US/Mountain,KBVR,Lander,WY,,,,,
510,W-6276081,Snow,Light,2020-09-08 09:19:00,2020-09-08 16:53:00,US/Mountain,KBVR,Lander,WY,,,,,
511,W-6276082,Fog,Severe,2020-09-08 16:53:00,2020-09-08 17:17:00,US/Mountain,KBVR,Lander,WY,,,,,
512,W-6276083,Snow,Light,2020-09-08 17:53:00,2020-09-08 18:09:00,US/Mountain,KBVR,Lander,WY,,,,,
513,W-6276084,Rain,Light,2020-09-10 23:53:00,2020-09-11 00:53:00,US/Mountain,KBVR,Lander,WY,,,,,
514,W-6276085,Cold,Severe,2020-09-11 15:53:00,2020-09-11 16:53:00,US/Mountain,KBVR,Lander,WY,,,,,
515,W-6276086,Fog,Moderate,2020-09-16 18:53:00,2020-09-16 19:53:00,US/Mountain,KBVR,Lander,WY,,,,,
516,W-6276087,Fog,Moderate,2020-09-16 20:53:00,2020-09-17 02:53:00,US/Mountain,KBVR,Lander,WY,,,,,
517,W-6276088,Fog,Moderate,2020-09-18 15:53:00,2020-09-18 18:53:00,US/Mountain,KBVR,Lander,WY,,,,,
518,W-6276089,Fog,Moderate,2020-09-18 20:53:00,2020-09-19 02:53:00,US/Mountain,KBVR,Lander,WY,,,,,
519,W-6276090,Rain,Light,2020-09-19 21:53:00,2020-09-19 22:53:00,US/Mountain,KBVR,Lander,WY,,,,,
520,W-6276091,Fog,Severe,2020-09-21 18:03:00,2020-09-21 18:12:00,US/Mountain,KBVR,Lander,WY,,,,,
521,W-6276092,Rain,Light,2020-10-15 18:53:00,2020-10-15 20:53:00,US/Mountain,KBVR,Lander,WY,,,,,
522,W-6276093,Snow,Light,2020-10-22 13:53:00,2020-10-22 14:28:00,US/Mountain,KBVR,Lander,WY,,,,,
523,W-6276094,Snow,Moderate,2020-10-22 14:28:00,2020-10-22 15:05:00,US/Mountain,KBVR,Lander,WY,,,,,
524,W-6276095,Snow,Light,2020-10-22 15:05:00,2020-10-22 17:53:00,US/Mountain,KBVR,Lander,WY,,,,,
525,W-6276096,Snow,Moderate,2020-10-22 17:53:00,2020-10-22 18:05:00,US/Mountain,KBVR,Lander,WY,,,,,
526,W-6276097,Snow,Light,2020-10-22 18:05:00,2020-10-23 07:53:00,US/Mountain,KBVR,Lander,WY,,,,,
527,W-6276098,Snow,Light,2020-10-23 22:53:00,2020-10-23 23:53:00,US/Mountain,KBVR,Lander,WY,,,,,
528,W-6276099,Rain,Light,2020-10-24 20:53:00,2020-10-24 21:49:00,US/Mountain,KBVR,Lander,WY,,,,,
529,W-6276100,Snow,Light,2020-10-24 22:53:00,2020-10-24 23:19:00,US/Mountain,KBVR,Lander,WY,,,,,
530,W-6276101,Snow,Light,2020-10-24 23:49:00,2020-10-25 01:39:00,US/Mountain,KBVR,Lander,WY,,,,,
531,W-6276102,Snow,Moderate,2020-10-25 01:39:00,2020-10-25 02:10:00,US/Mountain,KBVR,Lander,WY,,,,,
532,W-6276103,Snow,Light,2020-10-25 02:10:00,2020-10-25 02:53:00,US/Mountain,KBVR,Lander,WY,,,,,
533,W-6276104,Snow,Moderate,2020-10-25 02:53:00,2020-10-25 03:53:00,US/Mountain,KBVR,Lander,WY,,,,,
534,W-6276105,Snow,Heavy,2020-10-25 03:53:00,2020-10-25 04:06:00,US/Mountain,KBVR,Lander,WY,,,,,
535,W-6276106,Snow,Moderate,2020-10-25 04:06:00,2020-10-25 04:46:00,US/Mountain,KBVR,Lander,WY,,,,,
536,W-6276107,Snow,Heavy,2020-10-25 04:46:00,2020-10-25 05:01:00,US/Mountain,KBVR,Lander,WY,,,,,
537,W-6276108,Snow,Light,2020-10-25 05:01:00,2020-10-25 05:39:00,US/Mountain,KBVR,Lander,WY,,,,,
538,W-6276109,Snow,Moderate,2020-10-25 05:39:00,2020-10-25 06:00:00,US/Mountain,KBVR,Lander,WY,,,,,
539,W-6276110,Snow,Light,2020-10-25 06:00:00,2020-10-25 06:38:00,US/Mountain,KBVR,Lander,WY,,,,,
540,W-6276111,Snow,Moderate,2020-10-25 06:38:00,2020-10-25 07:09:00,US/Mountain,KBVR,Lander,WY,,,,,
541,W-6276112,Snow,Light,2020-10-25 07:09:00,2020-10-25 07:43:00,US/Mountain,KBVR,Lander,WY,,,,,
542,W-6276113,Snow,Moderate,2020-10-25 07:43:00,2020-10-25 08:08:00,US/Mountain,KBVR,Lander,WY,,,,,
543,W-6276114,Snow,Light,2020-10-25 08:08:00,2020-10-25 19:37:00,US/Mountain,KBVR,Lander,WY,,,,,
544,W-6276115,Fog,Moderate,2020-10-25 19:37:00,2020-10-25 19:53:00,US/Mountain,KBVR,Lander,WY,,,,,
545,W-6276116,Snow,Light,2020-10-25 20:53:00,2020-10-25 21:10:00,US/Mountain,KBVR,Lander,WY,,,,,
546,W-6276117,Snow,Light,2020-10-26 01:19:00,2020-10-26 01:49:00,US/Mountain,KBVR,Lander,WY,,,,,
547,W-6276118,Snow,Light,2020-11-09 15:19:00,2020-11-09 15:53:00,US/Mountain,KBVR,Lander,WY,,,,,
548,W-6276119,Snow,Light,2020-11-11 22:32:00,2020-11-11 22:53:00,US/Mountain,KBVR,Lander,WY,,,,,
549,W-6276120,Rain,Light,2020-11-18 12:53:00,2020-11-18 13:53:00,US/Mountain,KBVR,Lander,WY,,,,,
550,W-6276121,Rain,Light,2020-11-18 20:53:00,2020-11-18 23:53:00,US/Mountain,KBVR,Lander,WY,,,,,
551,W-6276122,Rain,Light,2020-11-19 01:53:00,2020-11-19 02:24:00,US/Mountain,KBVR,Lander,WY,,,,,
552,W-6276123,Snow,Light,2020-12-01 23:34:00,2020-12-01 23:53:00,US/Mountain,KBVR,Lander,WY,,,,,
553,W-6276124,Snow,Light,2020-12-02 00:46:00,2020-12-02 01:53:00,US/Mountain,KBVR,Lander,WY,,,,,
554,W-6276125,Snow,Moderate,2020-12-02 01:53:00,2020-12-02 02:10:00,US/Mountain,KBVR,Lander,WY,,,,,
555,W-6276126,Snow,Light,2020-12-02 02:10:00,2020-12-02 02:22:00,US/Mountain,KBVR,Lander,WY,,,,,
556,W-6276127,Snow,Moderate,2020-12-02 02:22:00,2020-12-02 03:10:00,US/Mountain,KBVR,Lander,WY,,,,,
557,W-6276128,Snow,Light,2020-12-02 03:10:00,2020-12-02 03:51:00,US/Mountain,KBVR,Lander,WY,,,,,
558,W-6276129,Snow,Moderate,2020-12-02 03:51:00,2020-12-02 05:42:00,US/Mountain,KBVR,Lander,WY,,,,,
559,W-6276130,Snow,Light,2020-12-02 05:42:00,2020-12-02 05:53:00,US/Mountain,KBVR,Lander,WY,,,,,
560,W-6276131,Snow,Moderate,2020-12-02 05:53:00,2020-12-02 06:01:00,US/Mountain,KBVR,Lander,WY,,,,,
561,W-6276132,Snow,Light,2020-12-02 06:01:00,2020-12-02 06:51:00,US/Mountain,KBVR,Lander,WY,,,,,
562,W-6276133,Snow,Moderate,2020-12-02 06:51:00,2020-12-02 07:03:00,US/Mountain,KBVR,Lander,WY,,,,,
563,W-6276134,Snow,Light,2020-12-02 07:03:00,2020-12-02 08:53:00,US/Mountain,KBVR,Lander,WY,,,,,
564,W-6276135,Cold,Severe,2020-12-09 17:53:00,2020-12-09 18:53:00,US/Mountain,KBVR,Lander,WY,,,,,
565,W-6276136,Snow,Light,2020-12-10 22:53:00,2020-12-11 00:34:00,US/Mountain,KBVR,Lander,WY,,,,,
566,W-6276137,Snow,Light,2020-12-11 01:37:00,2020-12-11 18:53:00,US/Mountain,KBVR,Lander,WY,,,,,
567,W-6276138,Snow,Light,2020-12-11 21:28:00,2020-12-11 21:53:00,US/Mountain,KBVR,Lander,WY,,,,,
568,W-6276139,Snow,Light,2020-12-11 22:53:00,2020-12-12 00:35:00,US/Mountain,KBVR,Lander,WY,,,,,
569,W-6276140,Fog,Severe,2020-12-12 07:00:00,2020-12-12 07:35:00,US/Mountain,KBVR,Lander,WY,,,,,
570,W-6276141,Snow,Light,2020-12-12 19:07:00,2020-12-12 19:34:00,US/Mountain,KBVR,Lander,WY,,,,,
571,W-6276142,Snow,Light,2020-12-12 19:48:00,2020-12-12 20:30:00,US/Mountain,KBVR,Lander,WY,,,,,
572,W-6276143,Snow,Light,2020-12-13 01:53:00,2020-12-13 02:51:00,US/Mountain,KBVR,Lander,WY,,,,,
573,W-6276144,Snow,Light,2020-12-14 17:30:00,2020-12-15 01:53:00,US/Mountain,KBVR,Lander,WY,,,,,
574,W-6276145,Snow,Moderate,2020-12-15 01:53:00,2020-12-15 03:19:00,US/Mountain,KBVR,Lander,WY,,,,,
575,W-6276146,Snow,Light,2020-12-15 03:19:00,2020-12-15 05:53:00,US/Mountain,KBVR,Lander,WY,,,,,
576,W-6276147,Snow,Light,2020-12-23 04:24:00,2020-12-23 05:53:00,US/Mountain,KBVR,Lander,WY,,,,,
577,W-6276148,Snow,Light,2020-12-23 10:53:00,2020-12-23 11:26:00,US/Mountain,KBVR,Lander,WY,,,,,
